year,Site,Env,Date,D20.air,D20cum.air,D20.apex,D20cum.apex,Tmin.air,Tmax.air,Tmean.air,RHmin.air,RHmax.air,RHmean.air,Raincum,Windspeedmax,ET0.air,Rad,Ri,VPD.air,VPD.apex,Tmax.apex,nbHourSupTmax.apex,Tnight,WW.median3060,WD.median3060,WW.30,WW.60,WD.30,WD.60,type
2012,Gaillac,Gai12,2012-08-19,1.6274150889,107.1395672106,1.7756537614,108.6655232319,19.1,40.8,29.95,18,62,40,0,2.2125,5.8851886096,21.03,19.328,5.0529522026,4.0092047341,32.9627057899,8,24.36,-15.630952381,-15.380952381,-13.2857142857,-18.1428571429,-13.8095238095,-54.4285714286,CrossValidation
2012,Gaillac,Gai12,2012-08-20,1.6474422371,108.7870094477,1.7625753594,110.4280985913,19,38.1,28.55,20,74,47,0,1.2791666667,4.5068337871,21.27,19.588,4.4713513984,3.73612632,32.0229513865,7,25.4,-15.9166666667,-17,-13.3333333333,-18.3333333333,-15.1666666667,-60.5,CrossValidation
2012,Gaillac,Gai12,2012-08-21,1.7038404564,110.4908499041,1.8206892872,112.2487878786,21.4,37.5,29.45,25,72,48.5,0,2.5791666667,5.8201665874,21.8,20.029,3.945454151,3.4073573927,32.9414825297,8,24.8181818182,-15.625,-26,-12.5833333333,-17.9166666667,-21.9166666667,-64.375,CrossValidation
2012,Gaillac,Gai12,2012-08-22,1.6598227088,112.1506726129,1.7059627089,113.9547505874,20.7,35.3,28,34,81,57.5,1,2.4458333333,5.1430348007,20.8,19.091,3.1361579198,2.9673126418,31.6053102626,5,24.175,-15.3333333333,-35,-11.8333333333,-17.5,-28.6666666667,-68.25,CrossValidation
2012,Gaillac,Gai12,2012-08-23,1.6908554805,113.8415280934,1.7274547905,115.6822053779,19.5,36.2,27.85,33,86,59.5,0,1.9458333333,4.4898534523,17.63,16.142,3.1943638881,3.0049035868,32.0642076924,5,24.4454545455,-7.6666666667,-47,-5.9166666667,-8.75,-37.9166666667,-71.4166666667,CrossValidation
2012,Gaillac,Gai12,2012-08-24,1.5817269797,115.4232550731,1.5339971945,117.2162025724,20.2,30.9,25.55,35,71,53,0,2.4791666667,4.4269151703,17.48,16.034,2.4414823834,2.4440335843,29.6271972911,0,21.8272727273,0,-59,0,0,-47.1666666667,-74.5833333333,CrossValidation
2012,Gaillac,Gai12,2012-08-25,1.0691646546,116.4924197276,1.0815926221,118.2977951945,17.9,26.8,22.35,45,83,64,0,2.0166666667,2.6408347823,8.24,7.504,0.6880475211,1.5814461551,25.5781595711,0,15.8272727273,0,-44,0,0,-32.7777777778,-63.5555555556,CrossValidation
2012,Gaillac,Gai12,2012-08-26,0.9493178022,117.4417375298,0.9538817216,119.2516769161,11.9,26.2,19.05,26,89,57.5,0,2.4458333333,4.0836148729,20.73,18.907,2.1364516702,2.1557177558,24.8287257272,0,14.6636363636,0,-29,0,0,-18.3888888889,-52.5277777778,CrossValidation
2012,Gaillac,Gai12,2012-08-27,1.2883897014,118.7301272312,1.2500836428,120.5017605589,8.6,35.4,22,11,80,45.5,5.1,1.9083333333,5.1101375458,23.83,21.699,4.3655978863,3.6489847,29.7183138575,0,21.9,0,-14,0,0,-4,-41.5,CrossValidation
2012,Gaillac,Gai12,2012-08-28,1.5015269362,120.2316541674,1.4845991346,121.9863596935,18.5,31.9,25.2,33,89,61,0,1.9791666667,4.4121429421,21.1,19.237,2.4820198444,2.4949783196,29.0049588214,0,22.0727272727,-0.75,-18,-0.5,-1,-12,-43.75,CrossValidation
2012,Gaillac,Gai12,2012-08-29,1.4270078476,121.6586620151,1.4372856913,123.4236453848,17.1,28.2,22.65,56,87,71.5,13,1.7208333333,2.603538185,10.75,9.828,1.4594663321,1.4899705994,27.195982519,0,20.525,-1.5,-22,-1,-2,-20,-46,CrossValidation
2012,Gaillac,Gai12,2012-08-30,0.915114481,122.5737764961,0.9703818032,124.3940271879,16,23.8,19.9,43,91,67,0,3.5125,3.0847786957,9.87,8.988,1.1237229739,1.3197146209,23.2730135884,0,14.8333333333,-0.75,-16.5,-0.5,-1,-13.5,-44.5,CrossValidation
2012,Gaillac,Gai12,2012-08-31,0.749890316,123.323666812,0.7748822253,125.1689094133,12.4,22,17.2,25,89,57,0,3.775,4.1498986674,19.88,18.012,1.778703066,1.8926523504,22.2064813162,0,12.0090909091,0,-11,0,0,-7,-43,CrossValidation
2012,Gaillac,Gai12,2012-09-01,0.6567127917,123.9803796037,0.6652216152,125.8341310285,7.1,21.4,14.25,25,73,49,0,3.5541666667,4.1453822459,20.72,18.682,1.6391412948,1.7379865462,20.4471828151,0,15.7307692308,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-02,0.6618501513,124.642229755,0.6611545841,126.4952856126,13.8,19.7,16.75,42,80,61,0,1.675,1.7949621242,3.66,3.339,0.8517661835,1.0627961119,18.452333481,0,15.1307692308,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-03,1.0242481256,125.6664778806,0.9826114326,127.4778970452,14.4,25.7,20.05,33,81,57,0,3.2125,3.7881330428,13.07,11.771,1.9404476032,1.9186553984,23.9141270949,0,19.1,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-04,1.0401076907,126.7065855713,1.0362191381,128.5141161832,16.7,25,20.85,45,79,62,0,3.2041666667,3.2541993588,10.45,9.393,1.4475545717,1.5260648447,24.1594655816,0,19.3538461538,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-05,1.2151646006,127.9217501719,1.1843457302,129.6984619134,15.7,28.6,22.15,32,82,57,0,1.5041666667,3.2643272945,15.45,13.811,2.2397535895,2.1703695338,26.4975807804,0,17.8166666667,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-06,1.2461411584,129.1678913303,1.2481926745,130.9466545879,12.3,30.9,21.6,36,89,62.5,0,1.2875,3.5988433255,20.26,18.016,2.4224608993,2.4104289578,28.7801270237,0,17.5416666667,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-07,1.3721130949,130.5400044251,1.3425316477,132.2891862356,12.1,32.8,22.45,27,89,58,0,1.4666666667,3.9934428229,20.97,18.637,2.9625650839,2.7889875954,29.1888729072,0,19.0166666667,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-08,1.4068084014,131.9468128265,1.3786276214,133.667813857,13.1,33.4,23.25,24,88,56,0,2.0166666667,4.5544350068,21.05,18.726,3.1396038244,2.9553920627,29.4415281397,0,18.275,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-09,1.3584138113,133.3052266378,1.3410086494,135.0088225064,12.3,32.5,22.4,22,85,53.5,0,1.1083333333,3.5836563256,20.21,17.927,2.9238657932,2.7330870135,29.4965082143,0,19.9083333333,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-10,1.372975814,134.6782024518,1.4005753855,136.409397892,14.1,32.7,23.4,39,92,65.5,0,2.0041666667,3.9710890682,18,15.975,2.1546895985,2.3246611976,29.4541652415,0,19.875,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-11,1.4178890241,136.0960914759,1.4446760871,137.8540739791,16.7,31.2,23.95,40,95,67.5,1.6,1.7916666667,3.6813418071,17.74,15.709,2.3214816857,2.3311067488,29.3668433436,0,20.625,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-12,0.8952764133,136.9913678893,0.9103855927,138.7644595717,14.5,20.7,17.6,46,85,65.5,0,4.6333333333,2.9946847964,8.11,7.171,1.0673879787,1.0921840579,21.3667160002,0,14.7916666667,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-13,0.6613523105,137.6527201998,0.7055327155,139.4699922873,12.8,21,16.9,47,98,72.5,3,3.6166666667,2.7067911127,11.21,9.903,0.9608015757,1.1495098832,21.7700124563,0,12.525,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-14,0.7475205033,138.400240703,0.7707924324,140.2407847197,9.5,24,16.75,32,88,60,0,3.6083333333,4.0974941408,20.37,18.014,1.7818864579,1.8779769355,23.290865916,0,13.6083333333,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-15,0.7770473061,139.1772880091,0.8145453295,141.0553300492,8.8,24.6,16.7,37,96,66.5,0,2.0166666667,3.1685622398,18.1,15.983,1.6007700528,1.7868803172,24.2345360998,0,12.325,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-16,1.0798727104,140.2571607195,1.037906877,142.0932369261,7.4,30.3,18.85,23,95,59,0,1.2875,3.4404947205,20,17.657,2.6678308502,2.7337515318,27.4024048092,0,16.6416666667,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-17,1.0718588144,141.3290195339,1.0446361055,143.1378730316,11.1,31.4,21.25,25,90,57.5,0,0.6041666667,2.6078284332,15.92,14.021,2.6273237266,2.6225560955,27.4313018161,0,16.5833333333,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-18,0.823516997,142.1525365309,0.8896601705,144.0275332021,13.5,22.5,18,60,97,78.5,2,1.925,2.0425699553,9.93,8.726,0.7944555316,1.0551271819,22.8541777433,0,15.8769230769,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-19,0.7685098278,142.9210463587,0.8117990685,144.8393322706,11,22.8,16.9,33,98,65.5,0,2.7291666667,3.2765201957,17.17,15.14,1.6326408908,1.756669625,22.4932950971,0,9.6416666667,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-20,0.8184446514,143.7394910101,0.7640161347,145.6033484053,3.8,29.3,16.55,14,92,53,0,1.8791666667,3.9312248496,19.84,17.364,2.5789664114,2.5911645005,25.4448350057,0,16.6666666667,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-21,1.1180824299,144.85757344,1.145833166,146.7491815713,15,27.8,21.4,45,90,67.5,0,3.3166666667,3.9111339638,18.08,15.786,1.3882318434,1.8268613588,26.7593493618,0,17.6833333333,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-22,1.1690989469,146.026672387,1.2177679423,147.9669495136,17,29.7,23.35,49,97,73,0,1.1458333333,2.7158738088,14.11,12.249,1.6641296496,1.7859816579,27.5559927394,0,18.4,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-23,1.1765457321,147.2032181191,1.1857847076,149.1527342212,14,27.7,20.85,49,92,70.5,1,3.1375,3.0400206702,9.97,8.687,1.330494929,1.6164186445,26.1583157198,0,19.3928571429,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-24,0.889964435,148.093182554,0.9375817159,150.0903159372,12.7,22.3,17.5,49,99,74,0,3.9666666667,2.8446482531,12.12,10.511,1.1400710123,1.252393806,22.3276810093,0,14.5666666667,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-25,0.9163222121,149.0095047661,0.9225683156,151.0128842528,10.6,25.8,18.2,36,91,63.5,0,1.6791666667,2.8299650812,14.7,12.768,1.6791172885,1.8058400377,23.8322370803,0,15.1857142857,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-26,0.4430053,149.4525100661,0.4873581096,151.5002423624,9.8,16.3,13.05,73,100,86.5,5,1.5583333333,0.9430001281,2.62,2.257,0.2038596005,0.275226439,14.2800106021,0,10.8,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-27,0.6173496333,150.0698596994,0.6628030869,152.1630454492,9.1,21.3,15.2,44,98,71,0,1.275,2.0877284396,12.76,11.072,1.1549041431,1.3330039665,21.3946682324,0,11.1769230769,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-28,0.7132517696,150.7831114689,0.7168344212,152.8798798704,6.9,23.9,15.4,33,98,65.5,0,0.9916666667,1.984637452,10.24,8.24,1.4556852805,1.6857259946,22.3223758994,0,15.4857142857,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-29,0.5374721103,151.3205835793,0.5971955281,153.4770753985,12.7,16.7,14.7,66,100,83,0,2.4916666667,1.2337572199,3.46,1.46,0.1211455102,0.587750941,17.1177026295,0,12.7058823529,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-09-30,0.4858468057,151.806430385,0.5463414109,154.0234168094,11.7,15.8,13.75,71,99,85,16.5,1.8708333333,1.1789303539,5.22,3.22,0.3943608588,0.4688497658,16.3810470539,0,12.7230769231,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-10-01,0.5925302277,152.3989606127,0.64415774,154.6675745494,11.2,20.8,16,53,100,76.5,0,1.0916666667,1.6950557787,9.65,7.65,0.9378982299,1.0569288254,21.1527445994,0,11.5384615385,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-10-02,0.6109833999,153.0099440126,0.6493918064,155.3169663558,6.6,23,14.8,34,100,67,0,0.675,2.0771865018,16.41,14.41,1.3977865778,1.6069848011,22.1581845015,0,11.1230769231,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-10-03,0.7456981142,153.7556421268,0.770939115,156.0879054708,7.1,26.1,16.6,43,98,70.5,0,1.1625,2.417669971,15.51,13.51,1.4734464849,1.6741932878,23.9562043515,0,13.3769230769,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-10-04,0.7357985499,154.4914406767,0.7850937204,156.8729991912,9.5,24.6,17.05,47,100,73.5,0,0.9208333333,2.0925157606,13.83,11.83,1.1866075737,1.438534806,23.4640078152,0,12.7076923077,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-10-05,0.9775875654,155.4690282421,0.9787828046,157.8517819959,8.5,30.6,19.55,35,99,67,0,1.6166666667,3.1107403995,15.89,13.89,2.0794321859,2.2558994921,27.2987164946,0,15.0153846154,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-10-06,1.0423197969,156.5113480389,1.0522986984,158.9040806943,10.1,29.2,19.65,39,100,69.5,0,1.6791666667,2.742977254,12.59,10.59,1.6595480558,2.0333395283,26.8295867018,0,18.4357142857,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-10-07,0.883349723,157.394697762,0.965474534,159.8695552282,16.8,21.5,19.15,72,100,86,0.5,1.4791666667,1.2178583032,4.66,2.66,0.3824943187,0.5648419382,21.2536996274,0,18.4214285714,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-10-08,1.1610461119,158.5557438739,1.2280410587,161.097596287,17.1,28.2,22.65,53,100,76.5,0,1.1541666667,2.0482497825,9.83,7.83,1.3297334112,1.5055332574,26.3639649362,0,19.8071428571,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-10-09,0.8783598641,159.4341037381,0.9570688446,162.0546651315,13.7,22.7,18.2,66,100,83,0,2.1916666667,1.6383671335,6.95,4.95,0.6188275135,0.8495462464,22.7303255963,0,14.2571428571,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-10-10,0.7859973814,160.2201011195,0.8568544361,162.9115195676,11.8,24.2,18,53,100,76.5,0,0.8333333333,1.83304551,11.81,9.81,1.0215857178,1.2236907213,24.3526700852,0,16.3142857143,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-10-11,0.8621630131,161.0822641326,0.9245336176,163.8360531852,15.1,25,20.05,51,98,74.5,3.5,1.7791666667,2.0299517336,8.64,6.64,0.790378599,1.2586285349,23.9103462553,0,15.5928571429,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-10-12,0.5532626331,161.6355267657,0.5976719972,164.4337251825,7.4,18,12.7,48,99,73.5,0,2.7333333333,1.9202480562,8.44,6.44,0.8073056735,1.0181352332,18.2170415453,0,7.6923076923,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-10-13,0.4289944006,162.0645211663,0.4690921971,164.9028173796,3.7,19.1,11.4,39,100,69.5,0,1.35,1.9066687959,14.33,12.33,1.0065997366,1.2658252646,19.359773028,0,8.1692307692,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-10-14,0.3611043765,162.4256255428,0.404792295,165.3076096746,4.6,14.3,9.45,72,98,85,9,2.6875,1.0498319703,3.5,1.5,0.1057667493,0.379140198,14.6429021038,0,10.30625,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-10-15,0.3432139298,162.7688394727,0.3890389196,165.6966485942,4.8,14.7,9.75,51,100,75.5,0,2.4833333333,1.7145542787,11.91,9.91,0.6151583875,0.80337893,16.0370402503,0,5.3923076923,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-10-16,0.4449430066,163.2137824793,0.4700020951,166.1666506892,2.8,18.5,10.65,47,98,72.5,0,1.6583333333,1.6426846919,8.77,6.77,0.718139895,0.9955472852,18.6296177708,0,13.9285714286,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-10-17,0.9076384236,164.1214209029,0.9148096659,167.0814603551,12.4,25.7,19.05,46,83,64.5,0,5.6625,3.7766295336,9.79,7.79,1.0793593701,1.4154583923,23.4026141022,0,20.6857142857,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-10-18,1.0961294668,165.2175503697,1.0967102445,168.1781705997,19.7,23.2,21.45,57,72,64.5,0,11.65,4.5192255945,6.9,4.9,0.8522629127,1.0432430518,22.8351802291,0,20.2076923077,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-10-19,1.1485171287,166.3660674984,1.1651267879,169.3432973875,19,24.1,21.55,56,85,70.5,0,9.6208333333,3.8726021614,9.07,7.07,0.8733301613,1.1295079871,23.8350132812,0,20.2538461538,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-10-20,1.1509743812,167.5170418796,1.1830529386,170.5263503262,15.7,25.4,20.55,59,85,72,11.1,5.4625,3.0456310812,9.07,7.07,0.9210295143,1.163429479,24.6311102603,0,19.8428571429,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-10-21,0.9501926905,168.46723457,0.9994769797,171.5258273059,13.5,24.5,19,56,95,75.5,0,4.0916666667,2.6162460761,10.36,8.36,0.9720576574,1.2164932192,23.7863498275,0,14.0428571429,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-10-22,0.6796668958,169.1469014658,0.7382161049,172.2640434108,10.3,23.1,16.7,49,97,73,0,1.0541666667,1.7149563251,11.35,9.35,0.9475267174,1.2362211736,22.4211504235,0,13.1,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-10-23,0.6676989358,169.8146004016,0.7316076645,172.9956510752,10.7,22.7,16.7,60,99,79.5,0,0.6125,1.3481912112,9.18,7.18,0.7503657763,1.008687477,23.0705473167,0,13.4,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-10-24,0.8161915907,170.6307919923,0.8537469164,173.8493979916,10.2,27.1,18.65,40,100,70,0,2.3541666667,2.6957840861,12.55,10.55,1.3256706638,1.624506249,25.0484109901,0,15.0642857143,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-10-25,0.7293164348,171.3601084271,0.775513817,174.6249118086,12.9,22.1,17.5,57,93,75,0,2.7333333333,1.87666536,6.6,4.6,0.7492241737,1.0433376427,21.7656115372,0,15.2266666667,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-10-26,0.5924976335,171.9526060605,0.6687380746,175.2936498832,12.4,18.4,15.4,82,100,91,0,2.1958333333,0.8604990605,2.6,0.6,0.0892613787,0.2267378222,18.2873411427,0,13.4722222222,NA,NA,NA,NA,NA,NA,CrossValidation
2012,Gaillac,Gai12,2012-10-27,0.3184884799,172.2710945405,0.3380552056,175.6317050888,4.4,15.4,9.9,40,97,68.5,21.4,5.0625,2.241553875,3.03,1.03,0.4843196413,0.615583845,9.2031396107,0,5.3166666667,NA,NA,NA,NA,NA,NA,CrossValidation
